CON_ID,POLLING_BOOTH_ID,NAME,LOCATION_LAT,LOCATION_LONG,ADDRESS
1,17,"Municipal High School, Hospital Road - Booth No. 17",21.877568,82.094461,"Municipal High School, Hospital Road, East Constituency"
1,18,"Government Girls High School, Ambedkar Chowk - Booth No. 18",27.78566,80.763819,"Government Girls High School, Ambedkar Chowk, East Constituency"
1,19,"Government Girls High School, Hospital Road - Booth No. 19",21.592747,83.675644,"Government Girls High School, Hospital Road, East Constituency"
1,20,"Panchayat Bhawan, Ambedkar Chowk - Booth No. 20",13.415021,86.556968,"Panchayat Bhawan, Ambedkar Chowk, East Constituency"
1,21,"Library Building, Temple Road - Booth No. 21",13.175151,78.728675,"Library Building, Temple Road, East Constituency"
1,22,"Anganwadi Centre, MG Road - Booth No. 22",19.271897,76.46014,"Anganwadi Centre, MG Road, East Constituency"
1,23,"Anganwadi Centre, School Area - Booth No. 23",25.736312,74.604022,"Anganwadi Centre, School Area, East Constituency"
1,24,"Anganwadi Centre, MG Road - Booth No. 24",26.052722,75.287461,"Anganwadi Centre, MG Road, East Constituency"
1,25,"Anganwadi Centre, Station Area - Booth No. 25",24.422464,87.230541,"Anganwadi Centre, Station Area, East Constituency"
1,26,"Town Hall, MG Road - Booth No. 26",16.636607,82.74462,"Town Hall, MG Road, East Constituency"
1,27,"Government Primary School, Lakshmi Colony - Booth No. 27",24.294989,72.729635,"Government Primary School, Lakshmi Colony, East Constituency"
1,28,"Government Girls High School, Ambedkar Chowk - Booth No. 28",25.546433,78.625489,"Government Girls High School, Ambedkar Chowk, East Constituency"
1,29,"Anganwadi Centre, Lakshmi Colony - Booth No. 29",12.189158,87.947262,"Anganwadi Centre, Lakshmi Colony, East Constituency"
1,30,"Community Hall, Lakshmi Colony - Booth No. 30",20.247503,83.257305,"Community Hall, Lakshmi Colony, East Constituency"
1,31,"Municipal High School, Park View - Booth No. 31",19.448632,81.808818,"Municipal High School, Park View, East Constituency"
1,32,"Government Girls High School, MG Road - Booth No. 32",22.922274,85.110429,"Government Girls High School, MG Road, East Constituency"
1,33,"Anganwadi Centre, School Area - Booth No. 33",12.392412,79.120427,"Anganwadi Centre, School Area, East Constituency"
1,34,"Panchayat Bhawan, Gandhi Nagar - Booth No. 34",24.285188,82.593505,"Panchayat Bhawan, Gandhi Nagar, East Constituency"
1,35,"Temple Hall, Station Area - Booth No. 35",27.469187,87.295152,"Temple Hall, Station Area, East Constituency"
1,36,"Municipal High School, MG Road - Booth No. 36",20.853134,78.322355,"Municipal High School, MG Road, East Constituency"
1,37,"Government Girls High School, Park View - Booth No. 37",27.634348,76.101232,"Government Girls High School, Park View, East Constituency"
1,38,"Temple Hall, Park View - Booth No. 38",19.638321,80.931911,"Temple Hall, Park View, East Constituency"
1,39,"Community Hall, Gandhi Nagar - Booth No. 39",19.559738,77.399027,"Community Hall, Gandhi Nagar, East Constituency"
1,40,"Community Hall, MG Road - Booth No. 40",26.155317,85.635611,"Community Hall, MG Road, East Constituency"
1,41,"Panchayat Bhawan, Hospital Road - Booth No. 41",17.595763,76.733684,"Panchayat Bhawan, Hospital Road, East Constituency"
1,42,"Zilla Parishad School, Ambedkar Chowk - Booth No. 42",27.128794,74.712625,"Zilla Parishad School, Ambedkar Chowk, East Constituency"
1,43,"Government Girls High School, Market Street - Booth No. 43",12.530123,78.169975,"Government Girls High School, Market Street, East Constituency"
1,44,"Panchayat Bhawan, Park View - Booth No. 44",15.19673,87.419781,"Panchayat Bhawan, Park View, East Constituency"
1,45,"Library Building, Market Street - Booth No. 45",25.95124,78.28001,"Library Building, Market Street, East Constituency"
1,46,"Municipal High School, Temple Road - Booth No. 46",14.914815,72.418568,"Municipal High School, Temple Road, East Constituency"
1,47,"Library Building, Park View - Booth No. 47",13.037127,82.573406,"Library Building, Park View, East Constituency"
1,48,"Temple Hall, Park View - Booth No. 48",22.054565,87.120395,"Temple Hall, Park View, East Constituency"
1,49,"Municipal High School, Park View - Booth No. 49",17.530745,77.132865,"Municipal High School, Park View, East Constituency"
1,50,"Panchayat Bhawan, Station Area - Booth No. 50",19.19927,73.248207,"Panchayat Bhawan, Station Area, East Constituency"
1,51,"Anganwadi Centre, Gandhi Nagar - Booth No. 51",17.068844,78.819425,"Anganwadi Centre, Gandhi Nagar, East Constituency"
1,52,"Town Hall, Station Area - Booth No. 52",17.318601,73.863464,"Town Hall, Station Area, East Constituency"
1,53,"Zilla Parishad School, Ambedkar Chowk - Booth No. 53",15.099441,79.336797,"Zilla Parishad School, Ambedkar Chowk, East Constituency"
1,54,"Temple Hall, MG Road - Booth No. 54",20.812355,86.03896,"Temple Hall, MG Road, East Constituency"
1,55,"Panchayat Bhawan, School Area - Booth No. 55",27.465518,78.61171,"Panchayat Bhawan, School Area, East Constituency"
1,56,"Library Building, Gandhi Nagar - Booth No. 56",12.561612,79.645637,"Library Building, Gandhi Nagar, East Constituency"
1,57,"Government Primary School, Lakshmi Colony - Booth No. 57",21.030409,85.556908,"Government Primary School, Lakshmi Colony, East Constituency"
1,58,"Municipal High School, Ambedkar Chowk - Booth No. 58",12.940074,78.52523,"Municipal High School, Ambedkar Chowk, East Constituency"
1,59,"Community Hall, School Area - Booth No. 59",20.349824,87.94117,"Community Hall, School Area, East Constituency"
1,60,"Community Hall, Gandhi Nagar - Booth No. 60",14.234461,72.448435,"Community Hall, Gandhi Nagar, East Constituency"
1,61,"Library Building, Hospital Road - Booth No. 61",13.775789,82.963332,"Library Building, Hospital Road, East Constituency"
1,62,"Government Girls High School, Park View - Booth No. 62",22.435066,87.849135,"Government Girls High School, Park View, East Constituency"
1,63,"Panchayat Bhawan, Gandhi Nagar - Booth No. 63",27.869811,76.936936,"Panchayat Bhawan, Gandhi Nagar, East Constituency"
1,64,"Government Girls High School, MG Road - Booth No. 64",19.022179,74.200924,"Government Girls High School, MG Road, East Constituency"
1,65,"Community Hall, Market Street - Booth No. 65",18.21601,74.521228,"Community Hall, Market Street, East Constituency"
1,66,"Anganwadi Centre, Temple Road - Booth No. 66",17.834473,78.435975,"Anganwadi Centre, Temple Road, East Constituency"
1,67,"Community Hall, Hospital Road - Booth No. 67",25.726851,77.836816,"Community Hall, Hospital Road, East Constituency"
1,68,"Community Hall, Lakshmi Colony - Booth No. 68",16.160841,85.685528,"Community Hall, Lakshmi Colony, East Constituency"
1,69,"Temple Hall, Lakshmi Colony - Booth No. 69",21.400684,86.336198,"Temple Hall, Lakshmi Colony, East Constituency"
1,70,"Library Building, Hospital Road - Booth No. 70",13.592725,75.466604,"Library Building, Hospital Road, East Constituency"
1,71,"Temple Hall, Market Street - Booth No. 71",21.35045,73.55721,"Temple Hall, Market Street, East Constituency"
1,72,"Municipal High School, Station Area - Booth No. 72",21.877813,72.131687,"Municipal High School, Station Area, East Constituency"
1,73,"Community Hall, MG Road - Booth No. 73",19.044504,80.153949,"Community Hall, MG Road, East Constituency"
1,74,"Community Hall, Market Street - Booth No. 74",26.573436,83.990035,"Community Hall, Market Street, East Constituency"
1,75,"Library Building, Market Street - Booth No. 75",25.271736,83.935304,"Library Building, Market Street, East Constituency"
1,76,"Panchayat Bhawan, Market Street - Booth No. 76",13.089806,80.720243,"Panchayat Bhawan, Market Street, East Constituency"
1,77,"Library Building, MG Road - Booth No. 77",17.567647,84.515485,"Library Building, MG Road, East Constituency"
1,78,"Zilla Parishad School, MG Road - Booth No. 78",13.717991,76.633208,"Zilla Parishad School, MG Road, East Constituency"
1,79,"Temple Hall, Ambedkar Chowk - Booth No. 79",18.711312,84.100476,"Temple Hall, Ambedkar Chowk, East Constituency"
1,80,"Library Building, Lakshmi Colony - Booth No. 80",17.818474,78.649717,"Library Building, Lakshmi Colony, East Constituency"
1,81,"Government Primary School, Park View - Booth No. 81",27.038749,76.668502,"Government Primary School, Park View, East Constituency"
1,82,"Town Hall, Ambedkar Chowk - Booth No. 82",23.206812,77.318947,"Town Hall, Ambedkar Chowk, East Constituency"
1,83,"Zilla Parishad School, Park View - Booth No. 83",22.043934,79.762215,"Zilla Parishad School, Park View, East Constituency"
1,84,"Anganwadi Centre, Temple Road - Booth No. 84",25.002529,78.838951,"Anganwadi Centre, Temple Road, East Constituency"
1,85,"Zilla Parishad School, Hospital Road - Booth No. 85",18.305767,85.485998,"Zilla Parishad School, Hospital Road, East Constituency"
1,86,"Zilla Parishad School, Lakshmi Colony - Booth No. 86",23.390689,74.692673,"Zilla Parishad School, Lakshmi Colony, East Constituency"
1,87,"Anganwadi Centre, School Area - Booth No. 87",23.73556,79.377212,"Anganwadi Centre, School Area, East Constituency"
1,88,"Anganwadi Centre, Ambedkar Chowk - Booth No. 88",20.431181,83.539066,"Anganwadi Centre, Ambedkar Chowk, East Constituency"
1,89,"Government Girls High School, Market Street - Booth No. 89",17.599176,81.922533,"Government Girls High School, Market Street, East Constituency"
1,90,"Town Hall, Lakshmi Colony - Booth No. 90",24.002058,83.786777,"Town Hall, Lakshmi Colony, East Constituency"
1,91,"Municipal High School, Temple Road - Booth No. 91",17.216119,79.889855,"Municipal High School, Temple Road, East Constituency"
1,92,"Government Girls High School, Gandhi Nagar - Booth No. 92",24.692974,86.262873,"Government Girls High School, Gandhi Nagar, East Constituency"
1,93,"Government Primary School, Park View - Booth No. 93",18.821663,76.848167,"Government Primary School, Park View, East Constituency"
1,94,"Anganwadi Centre, Hospital Road - Booth No. 94",15.59433,87.583814,"Anganwadi Centre, Hospital Road, East Constituency"
1,95,"Government Primary School, Park View - Booth No. 95",20.874677,75.820583,"Government Primary School, Park View, East Constituency"
1,96,"Town Hall, Gandhi Nagar - Booth No. 96",17.61971,80.949243,"Town Hall, Gandhi Nagar, East Constituency"
1,97,"Anganwadi Centre, Park View - Booth No. 97",27.870057,83.921935,"Anganwadi Centre, Park View, East Constituency"
1,98,"Temple Hall, Station Area - Booth No. 98",18.230396,85.032048,"Temple Hall, Station Area, East Constituency"
1,99,"Community Hall, Gandhi Nagar - Booth No. 99",13.830905,78.641682,"Community Hall, Gandhi Nagar, East Constituency"
1,100,"Panchayat Bhawan, Market Street - Booth No. 100",20.801089,75.504626,"Panchayat Bhawan, Market Street, East Constituency"
1,101,"Municipal High School, Lakshmi Colony - Booth No. 101",23.587586,72.200868,"Municipal High School, Lakshmi Colony, East Constituency"
1,102,"Government Girls High School, Station Area - Booth No. 102",18.453214,86.822753,"Government Girls High School, Station Area, East Constituency"
1,103,"Municipal High School, Hospital Road - Booth No. 103",19.119261,78.654507,"Municipal High School, Hospital Road, East Constituency"
1,104,"Temple Hall, Hospital Road - Booth No. 104",13.962754,74.876455,"Temple Hall, Hospital Road, East Constituency"
1,105,"Community Hall, Park View - Booth No. 105",27.803932,72.008864,"Community Hall, Park View, East Constituency"
1,106,"Anganwadi Centre, School Area - Booth No. 106",21.185818,84.224877,"Anganwadi Centre, School Area, East Constituency"
1,107,"Temple Hall, Gandhi Nagar - Booth No. 107",19.199466,73.43825,"Temple Hall, Gandhi Nagar, East Constituency"
1,108,"Library Building, Lakshmi Colony - Booth No. 108",27.683366,86.863162,"Library Building, Lakshmi Colony, East Constituency"
1,109,"Panchayat Bhawan, Park View - Booth No. 109",27.423307,80.660129,"Panchayat Bhawan, Park View, East Constituency"
1,110,"Temple Hall, Hospital Road - Booth No. 110",15.435413,86.280347,"Temple Hall, Hospital Road, East Constituency"
1,111,"Municipal High School, Station Area - Booth No. 111",12.034408,76.39776,"Municipal High School, Station Area, East Constituency"
1,112,"Anganwadi Centre, School Area - Booth No. 112",17.769677,72.949566,"Anganwadi Centre, School Area, East Constituency"
1,113,"Temple Hall, MG Road - Booth No. 113",15.688883,74.960742,"Temple Hall, MG Road, East Constituency"
1,114,"Government Primary School, Station Area - Booth No. 114",13.360438,77.991338,"Government Primary School, Station Area, East Constituency"
1,115,"Zilla Parishad School, Lakshmi Colony - Booth No. 115",25.622734,75.048592,"Zilla Parishad School, Lakshmi Colony, East Constituency"
1,116,"Government Primary School, Temple Road - Booth No. 116",16.765431,76.65275,"Government Primary School, Temple Road, East Constituency"
1,117,"Zilla Parishad School, Gandhi Nagar - Booth No. 117",18.465744,74.105554,"Zilla Parishad School, Gandhi Nagar, East Constituency"
1,118,"Town Hall, Temple Road - Booth No. 118",21.009215,83.80525,"Town Hall, Temple Road, East Constituency"
1,119,"Government Girls High School, Hospital Road - Booth No. 119",21.349494,81.085152,"Government Girls High School, Hospital Road, East Constituency"
1,120,"Temple Hall, Market Street - Booth No. 120",23.555033,82.261635,"Temple Hall, Market Street, East Constituency"
1,121,"Panchayat Bhawan, School Area - Booth No. 121",17.082884,79.42366,"Panchayat Bhawan, School Area, East Constituency"
1,122,"Panchayat Bhawan, MG Road - Booth No. 122",22.361382,83.702482,"Panchayat Bhawan, MG Road, East Constituency"
1,123,"Municipal High School, Gandhi Nagar - Booth No. 123",12.934721,82.864597,"Municipal High School, Gandhi Nagar, East Constituency"
1,124,"Government Primary School, Lakshmi Colony - Booth No. 124",24.60202,76.763177,"Government Primary School, Lakshmi Colony, East Constituency"
1,125,"Government Girls High School, Ambedkar Chowk - Booth No. 125",13.070578,79.653316,"Government Girls High School, Ambedkar Chowk, East Constituency"
1,126,"Government Girls High School, Lakshmi Colony - Booth No. 126",25.938269,74.339327,"Government Girls High School, Lakshmi Colony, East Constituency"
1,127,"Government Girls High School, Market Street - Booth No. 127",15.478077,80.512447,"Government Girls High School, Market Street, East Constituency"
1,128,"Community Hall, School Area - Booth No. 128",21.76067,80.781822,"Community Hall, School Area, East Constituency"
1,129,"Panchayat Bhawan, Park View - Booth No. 129",13.80386,82.15299,"Panchayat Bhawan, Park View, East Constituency"
1,130,"Municipal High School, Market Street - Booth No. 130",21.094541,87.089513,"Municipal High School, Market Street, East Constituency"
1,131,"Panchayat Bhawan, Temple Road - Booth No. 131",26.794448,87.760782,"Panchayat Bhawan, Temple Road, East Constituency"
1,132,"Government Girls High School, Market Street - Booth No. 132",24.211725,79.149738,"Government Girls High School, Market Street, East Constituency"
1,133,"Panchayat Bhawan, Ambedkar Chowk - Booth No. 133",19.140594,80.587242,"Panchayat Bhawan, Ambedkar Chowk, East Constituency"
1,134,"Anganwadi Centre, Ambedkar Chowk - Booth No. 134",25.752916,82.276265,"Anganwadi Centre, Ambedkar Chowk, East Constituency"
1,135,"Panchayat Bhawan, Lakshmi Colony - Booth No. 135",18.207937,78.051874,"Panchayat Bhawan, Lakshmi Colony, East Constituency"
1,136,"Town Hall, Ambedkar Chowk - Booth No. 136",26.474332,80.356093,"Town Hall, Ambedkar Chowk, East Constituency"
1,137,"Government Girls High School, Station Area - Booth No. 137",23.706719,76.120687,"Government Girls High School, Station Area, East Constituency"
1,138,"Zilla Parishad School, Temple Road - Booth No. 138",12.342518,74.841021,"Zilla Parishad School, Temple Road, East Constituency"
1,139,"Zilla Parishad School, Ambedkar Chowk - Booth No. 139",15.4722,87.945066,"Zilla Parishad School, Ambedkar Chowk, East Constituency"
1,140,"Community Hall, School Area - Booth No. 140",22.377551,76.642973,"Community Hall, School Area, East Constituency"
1,141,"Zilla Parishad School, School Area - Booth No. 141",16.111355,72.010319,"Zilla Parishad School, School Area, East Constituency"
1,142,"Government Primary School, MG Road - Booth No. 142",23.582573,72.911833,"Government Primary School, MG Road, East Constituency"
1,143,"Zilla Parishad School, Ambedkar Chowk - Booth No. 143",20.584343,73.693878,"Zilla Parishad School, Ambedkar Chowk, East Constituency"
1,144,"Panchayat Bhawan, MG Road - Booth No. 144",25.319547,77.921487,"Panchayat Bhawan, MG Road, East Constituency"
1,145,"Government Primary School, Market Street - Booth No. 145",20.616426,78.380721,"Government Primary School, Market Street, East Constituency"
1,146,"Zilla Parishad School, Park View - Booth No. 146",19.258121,75.249591,"Zilla Parishad School, Park View, East Constituency"
1,147,"Government Primary School, Ambedkar Chowk - Booth No. 147",21.312907,84.151374,"Government Primary School, Ambedkar Chowk, East Constituency"
1,148,"Temple Hall, MG Road - Booth No. 148",22.489841,78.887791,"Temple Hall, MG Road, East Constituency"
1,149,"Zilla Parishad School, Market Street - Booth No. 149",15.734559,82.709018,"Zilla Parishad School, Market Street, East Constituency"
1,150,"Anganwadi Centre, Ambedkar Chowk - Booth No. 150",20.418221,80.750611,"Anganwadi Centre, Ambedkar Chowk, East Constituency"
1,151,"Community Hall, Station Area - Booth No. 151",16.534753,87.161464,"Community Hall, Station Area, East Constituency"
1,152,"Anganwadi Centre, Temple Road - Booth No. 152",19.567066,86.894801,"Anganwadi Centre, Temple Road, East Constituency"
1,153,"Library Building, Park View - Booth No. 153",16.79108,72.685634,"Library Building, Park View, East Constituency"
1,154,"Zilla Parishad School, Gandhi Nagar - Booth No. 154",13.586632,82.770401,"Zilla Parishad School, Gandhi Nagar, East Constituency"
1,155,"Town Hall, Gandhi Nagar - Booth No. 155",26.363042,84.799231,"Town Hall, Gandhi Nagar, East Constituency"
1,156,"Government Girls High School, Gandhi Nagar - Booth No. 156",25.982665,87.021283,"Government Girls High School, Gandhi Nagar, East Constituency"
1,157,"Temple Hall, School Area - Booth No. 157",23.152879,79.22771,"Temple Hall, School Area, East Constituency"
1,158,"Municipal High School, Park View - Booth No. 158",18.001843,75.318124,"Municipal High School, Park View, East Constituency"
1,159,"Zilla Parishad School, Lakshmi Colony - Booth No. 159",15.41813,73.016754,"Zilla Parishad School, Lakshmi Colony, East Constituency"
1,160,"Temple Hall, Gandhi Nagar - Booth No. 160",16.221688,86.307876,"Temple Hall, Gandhi Nagar, East Constituency"
1,161,"Government Primary School, Station Area - Booth No. 161",21.818767,84.708751,"Government Primary School, Station Area, East Constituency"
1,162,"Town Hall, Temple Road - Booth No. 162",26.239618,74.814059,"Town Hall, Temple Road, East Constituency"
1,163,"Municipal High School, School Area - Booth No. 163",14.652341,73.528585,"Municipal High School, School Area, East Constituency"
1,164,"Town Hall, Ambedkar Chowk - Booth No. 164",17.940197,80.718126,"Town Hall, Ambedkar Chowk, East Constituency"
1,165,"Town Hall, Park View - Booth No. 165",15.157719,80.023682,"Town Hall, Park View, East Constituency"
1,166,"Town Hall, Park View - Booth No. 166",20.819192,78.465078,"Town Hall, Park View, East Constituency"
1,167,"Town Hall, Ambedkar Chowk - Booth No. 167",25.095706,78.736734,"Town Hall, Ambedkar Chowk, East Constituency"
1,168,"Community Hall, Hospital Road - Booth No. 168",20.760655,79.127342,"Community Hall, Hospital Road, East Constituency"
1,169,"Panchayat Bhawan, Temple Road - Booth No. 169",26.904663,81.427335,"Panchayat Bhawan, Temple Road, East Constituency"
1,170,"Community Hall, Market Street - Booth No. 170",25.679054,84.162531,"Community Hall, Market Street, East Constituency"
1,171,"Panchayat Bhawan, Lakshmi Colony - Booth No. 171",16.796681,76.107145,"Panchayat Bhawan, Lakshmi Colony, East Constituency"
1,172,"Community Hall, Ambedkar Chowk - Booth No. 172",15.488537,85.318787,"Community Hall, Ambedkar Chowk, East Constituency"
1,173,"Municipal High School, Ambedkar Chowk - Booth No. 173",23.418895,86.078529,"Municipal High School, Ambedkar Chowk, East Constituency"
1,174,"Library Building, School Area - Booth No. 174",12.553741,80.42898,"Library Building, School Area, East Constituency"
1,175,"Town Hall, Gandhi Nagar - Booth No. 175",16.456359,81.639651,"Town Hall, Gandhi Nagar, East Constituency"
1,176,"Town Hall, Ambedkar Chowk - Booth No. 176",16.580043,76.112637,"Town Hall, Ambedkar Chowk, East Constituency"
1,177,"Municipal High School, School Area - Booth No. 177",13.151218,79.810106,"Municipal High School, School Area, East Constituency"
1,178,"Anganwadi Centre, MG Road - Booth No. 178",12.013842,81.089874,"Anganwadi Centre, MG Road, East Constituency"
1,179,"Temple Hall, Lakshmi Colony - Booth No. 179",14.111383,79.587762,"Temple Hall, Lakshmi Colony, East Constituency"
1,180,"Town Hall, Hospital Road - Booth No. 180",16.623631,80.710399,"Town Hall, Hospital Road, East Constituency"
1,181,"Municipal High School, Lakshmi Colony - Booth No. 181",14.636431,85.734376,"Municipal High School, Lakshmi Colony, East Constituency"
1,182,"Temple Hall, Hospital Road - Booth No. 182",12.659591,85.841233,"Temple Hall, Hospital Road, East Constituency"
1,183,"Municipal High School, Ambedkar Chowk - Booth No. 183",27.896839,72.222641,"Municipal High School, Ambedkar Chowk, East Constituency"
1,184,"Government Girls High School, Station Area - Booth No. 184",13.602009,86.362912,"Government Girls High School, Station Area, East Constituency"
1,185,"Government Primary School, Lakshmi Colony - Booth No. 185",14.066974,72.975362,"Government Primary School, Lakshmi Colony, East Constituency"
1,186,"Anganwadi Centre, Station Area - Booth No. 186",18.369194,84.016478,"Anganwadi Centre, Station Area, East Constituency"
1,187,"Anganwadi Centre, School Area - Booth No. 187",16.74642,86.622607,"Anganwadi Centre, School Area, East Constituency"
1,188,"Community Hall, Park View - Booth No. 188",23.819474,79.254499,"Community Hall, Park View, East Constituency"
1,189,"Municipal High School, Lakshmi Colony - Booth No. 189",25.69408,72.482509,"Municipal High School, Lakshmi Colony, East Constituency"
1,190,"Zilla Parishad School, Station Area - Booth No. 190",14.5782,77.7745,"Zilla Parishad School, Station Area, East Constituency"
1,191,"Temple Hall, Station Area - Booth No. 191",26.444197,85.712915,"Temple Hall, Station Area, East Constituency"
1,192,"Town Hall, Temple Road - Booth No. 192",17.949699,82.347359,"Town Hall, Temple Road, East Constituency"
1,193,"Government Primary School, Park View - Booth No. 193",20.090469,86.940665,"Government Primary School, Park View, East Constituency"
1,194,"Government Girls High School, Temple Road - Booth No. 194",15.791327,82.067943,"Government Girls High School, Temple Road, East Constituency"
1,195,"Panchayat Bhawan, Park View - Booth No. 195",16.173208,79.455199,"Panchayat Bhawan, Park View, East Constituency"
1,196,"Library Building, MG Road - Booth No. 196",20.457772,87.203757,"Library Building, MG Road, East Constituency"
1,197,"Government Girls High School, Park View - Booth No. 197",13.122227,82.962643,"Government Girls High School, Park View, East Constituency"
1,198,"Government Primary School, Park View - Booth No. 198",23.063601,81.52602,"Government Primary School, Park View, East Constituency"
1,199,"Government Primary School, Temple Road - Booth No. 199",12.446409,76.846746,"Government Primary School, Temple Road, East Constituency"
1,200,"Government Primary School, Station Area - Booth No. 200",14.530029,81.867746,"Government Primary School, Station Area, East Constituency"
1,201,"Anganwadi Centre, Lakshmi Colony - Booth No. 201",20.512092,81.470596,"Anganwadi Centre, Lakshmi Colony, East Constituency"
1,202,"Panchayat Bhawan, Temple Road - Booth No. 202",22.405971,85.268089,"Panchayat Bhawan, Temple Road, East Constituency"
1,203,"Anganwadi Centre, Hospital Road - Booth No. 203",27.837764,80.298633,"Anganwadi Centre, Hospital Road, East Constituency"
1,204,"Temple Hall, Gandhi Nagar - Booth No. 204",24.675785,83.869201,"Temple Hall, Gandhi Nagar, East Constituency"
1,205,"Government Girls High School, Park View - Booth No. 205",21.992581,73.378042,"Government Girls High School, Park View, East Constituency"
1,206,"Anganwadi Centre, Lakshmi Colony - Booth No. 206",22.47919,79.311221,"Anganwadi Centre, Lakshmi Colony, East Constituency"
1,207,"Zilla Parishad School, Lakshmi Colony - Booth No. 207",22.839651,76.332424,"Zilla Parishad School, Lakshmi Colony, East Constituency"
1,208,"Municipal High School, Ambedkar Chowk - Booth No. 208",13.07149,84.038618,"Municipal High School, Ambedkar Chowk, East Constituency"
1,209,"Anganwadi Centre, Ambedkar Chowk - Booth No. 209",18.515641,74.302931,"Anganwadi Centre, Ambedkar Chowk, East Constituency"
1,210,"Anganwadi Centre, Gandhi Nagar - Booth No. 210",17.052286,84.525379,"Anganwadi Centre, Gandhi Nagar, East Constituency"
1,211,"Municipal High School, Lakshmi Colony - Booth No. 211",27.804475,86.13233,"Municipal High School, Lakshmi Colony, East Constituency"
1,212,"Municipal High School, School Area - Booth No. 212",23.394829,79.043552,"Municipal High School, School Area, East Constituency"
1,213,"Library Building, Gandhi Nagar - Booth No. 213",20.044408,83.908285,"Library Building, Gandhi Nagar, East Constituency"
1,214,"Municipal High School, Temple Road - Booth No. 214",17.270639,84.250559,"Municipal High School, Temple Road, East Constituency"
1,215,"Community Hall, Park View - Booth No. 215",24.24405,73.397079,"Community Hall, Park View, East Constituency"
1,216,"Panchayat Bhawan, MG Road - Booth No. 216",13.277352,77.268685,"Panchayat Bhawan, MG Road, East Constituency"
1,217,"Zilla Parishad School, Lakshmi Colony - Booth No. 217",23.635382,85.708346,"Zilla Parishad School, Lakshmi Colony, East Constituency"
1,218,"Government Primary School, Temple Road - Booth No. 218",18.448942,84.817524,"Government Primary School, Temple Road, East Constituency"
1,219,"Temple Hall, Ambedkar Chowk - Booth No. 219",12.102018,72.549023,"Temple Hall, Ambedkar Chowk, East Constituency"
1,220,"Town Hall, Gandhi Nagar - Booth No. 220",20.398594,77.381273,"Town Hall, Gandhi Nagar, East Constituency"
1,221,"Town Hall, Gandhi Nagar - Booth No. 221",15.722221,82.195677,"Town Hall, Gandhi Nagar, East Constituency"
1,222,"Government Girls High School, Station Area - Booth No. 222",13.105261,87.165332,"Government Girls High School, Station Area, East Constituency"
1,223,"Government Girls High School, School Area - Booth No. 223",16.265828,72.100056,"Government Girls High School, School Area, East Constituency"
1,224,"Town Hall, School Area - Booth No. 224",15.224784,84.328902,"Town Hall, School Area, East Constituency"
1,225,"Municipal High School, MG Road - Booth No. 225",26.064755,86.396636,"Municipal High School, MG Road, East Constituency"
1,226,"Government Primary School, Lakshmi Colony - Booth No. 226",23.488507,80.992865,"Government Primary School, Lakshmi Colony, East Constituency"
1,227,"Municipal High School, Lakshmi Colony - Booth No. 227",26.951221,72.380213,"Municipal High School, Lakshmi Colony, East Constituency"
1,228,"Zilla Parishad School, School Area - Booth No. 228",20.552758,81.596494,"Zilla Parishad School, School Area, East Constituency"
1,229,"Zilla Parishad School, Temple Road - Booth No. 229",23.877484,77.101269,"Zilla Parishad School, Temple Road, East Constituency"
