CON_ID,POLLING_BOOTH_ID,NAME,LOCATION_LAT,LOCATION_LONG,ADDRESS
1,59,"Government Girls High School, Station Area - Booth No. 59",24.341441,77.902878,"Government Girls High School, Station Area, East Constituency"
1,60,"Community Hall, Ambedkar Chowk - Booth No. 60",21.286921,83.34393,"Community Hall, Ambedkar Chowk, East Constituency"
1,61,"Temple Hall, Market Street - Booth No. 61",17.7016,76.828105,"Temple Hall, Market Street, East Constituency"
1,62,"Municipal High School, Market Street - Booth No. 62",21.381546,80.785669,"Municipal High School, Market Street, East Constituency"
1,63,"Library Building, Station Area - Booth No. 63",18.853127,81.544207,"Library Building, Station Area, East Constituency"
1,64,"Government Girls High School, Park View - Booth No. 64",20.351767,75.396574,"Government Girls High School, Park View, East Constituency"
1,65,"Municipal High School, Hospital Road - Booth No. 65",14.884964,87.191172,"Municipal High School, Hospital Road, East Constituency"
1,66,"Community Hall, Ambedkar Chowk - Booth No. 66",12.669542,83.598275,"Community Hall, Ambedkar Chowk, East Constituency"
1,67,"Government Girls High School, Ambedkar Chowk - Booth No. 67",27.907384,80.366239,"Government Girls High School, Ambedkar Chowk, East Constituency"
1,68,"Government Primary School, MG Road - Booth No. 68",25.505652,73.750313,"Government Primary School, MG Road, East Constituency"
1,69,"Municipal High School, Temple Road - Booth No. 69",15.82354,74.319875,"Municipal High School, Temple Road, East Constituency"
1,70,"Temple Hall, Temple Road - Booth No. 70",14.92242,75.344504,"Temple Hall, Temple Road, East Constituency"
1,71,"Panchayat Bhawan, School Area - Booth No. 71",19.074876,85.212033,"Panchayat Bhawan, School Area, East Constituency"
1,72,"Library Building, Station Area - Booth No. 72",23.132825,79.442431,"Library Building, Station Area, East Constituency"
1,73,"Government Primary School, Ambedkar Chowk - Booth No. 73",27.737337,76.000779,"Government Primary School, Ambedkar Chowk, East Constituency"
1,74,"Government Primary School, Lakshmi Colony - Booth No. 74",15.327944,74.834214,"Government Primary School, Lakshmi Colony, East Constituency"
1,75,"Community Hall, Station Area - Booth No. 75",19.02162,79.593006,"Community Hall, Station Area, East Constituency"
1,76,"Government Girls High School, MG Road - Booth No. 76",20.403036,79.624751,"Government Girls High School, MG Road, East Constituency"
1,77,"Community Hall, Market Street - Booth No. 77",13.794774,87.920502,"Community Hall, Market Street, East Constituency"
1,78,"Government Girls High School, School Area - Booth No. 78",24.235269,74.862989,"Government Girls High School, School Area, East Constituency"
1,79,"Community Hall, Ambedkar Chowk - Booth No. 79",17.211803,83.432663,"Community Hall, Ambedkar Chowk, East Constituency"
1,80,"Municipal High School, Hospital Road - Booth No. 80",12.565348,82.776921,"Municipal High School, Hospital Road, East Constituency"
1,81,"Library Building, Hospital Road - Booth No. 81",16.682815,77.513902,"Library Building, Hospital Road, East Constituency"
1,82,"Town Hall, Gandhi Nagar - Booth No. 82",16.872075,79.989936,"Town Hall, Gandhi Nagar, East Constituency"
1,83,"Library Building, Ambedkar Chowk - Booth No. 83",22.641127,84.828559,"Library Building, Ambedkar Chowk, East Constituency"
1,84,"Municipal High School, Station Area - Booth No. 84",25.538616,74.867558,"Municipal High School, Station Area, East Constituency"
1,85,"Temple Hall, Market Street - Booth No. 85",14.202548,84.068621,"Temple Hall, Market Street, East Constituency"
1,86,"Panchayat Bhawan, Hospital Road - Booth No. 86",22.62134,80.874889,"Panchayat Bhawan, Hospital Road, East Constituency"
1,87,"Zilla Parishad School, Station Area - Booth No. 87",17.953428,74.529891,"Zilla Parishad School, Station Area, East Constituency"
1,88,"Library Building, MG Road - Booth No. 88",12.692901,72.785206,"Library Building, MG Road, East Constituency"
1,89,"Municipal High School, Gandhi Nagar - Booth No. 89",18.384684,83.487672,"Municipal High School, Gandhi Nagar, East Constituency"
1,90,"Temple Hall, Lakshmi Colony - Booth No. 90",12.442033,75.535845,"Temple Hall, Lakshmi Colony, East Constituency"
1,91,"Town Hall, MG Road - Booth No. 91",25.875132,74.947108,"Town Hall, MG Road, East Constituency"
1,92,"Town Hall, Ambedkar Chowk - Booth No. 92",15.009713,75.217693,"Town Hall, Ambedkar Chowk, East Constituency"
1,93,"Zilla Parishad School, Ambedkar Chowk - Booth No. 93",12.950422,87.439355,"Zilla Parishad School, Ambedkar Chowk, East Constituency"
1,94,"Government Girls High School, Gandhi Nagar - Booth No. 94",19.368054,76.670425,"Government Girls High School, Gandhi Nagar, East Constituency"
1,95,"Community Hall, Lakshmi Colony - Booth No. 95",13.758067,74.603593,"Community Hall, Lakshmi Colony, East Constituency"
1,96,"Government Primary School, Ambedkar Chowk - Booth No. 96",27.411154,83.603994,"Government Primary School, Ambedkar Chowk, East Constituency"
1,97,"Temple Hall, Hospital Road - Booth No. 97",16.179406,83.545043,"Temple Hall, Hospital Road, East Constituency"
1,98,"Anganwadi Centre, Station Area - Booth No. 98",26.728577,79.596919,"Anganwadi Centre, Station Area, East Constituency"
1,99,"Panchayat Bhawan, Station Area - Booth No. 99",20.280628,80.569657,"Panchayat Bhawan, Station Area, East Constituency"
1,100,"Anganwadi Centre, Station Area - Booth No. 100",13.789149,78.479157,"Anganwadi Centre, Station Area, East Constituency"
1,101,"Town Hall, Lakshmi Colony - Booth No. 101",13.555834,79.781542,"Town Hall, Lakshmi Colony, East Constituency"
1,102,"Panchayat Bhawan, Gandhi Nagar - Booth No. 102",15.449232,87.268035,"Panchayat Bhawan, Gandhi Nagar, East Constituency"
1,103,"Zilla Parishad School, MG Road - Booth No. 103",23.089395,81.027253,"Zilla Parishad School, MG Road, East Constituency"
1,104,"Panchayat Bhawan, Gandhi Nagar - Booth No. 104",27.248677,82.291405,"Panchayat Bhawan, Gandhi Nagar, East Constituency"
1,105,"Government Girls High School, Temple Road - Booth No. 105",19.404007,72.776182,"Government Girls High School, Temple Road, East Constituency"
1,106,"Government Girls High School, Temple Road - Booth No. 106",15.232886,76.950454,"Government Girls High School, Temple Road, East Constituency"
1,107,"Zilla Parishad School, Station Area - Booth No. 107",25.113041,75.42629,"Zilla Parishad School, Station Area, East Constituency"
1,108,"Government Primary School, Hospital Road - Booth No. 108",17.218425,85.210791,"Government Primary School, Hospital Road, East Constituency"
1,109,"Community Hall, Hospital Road - Booth No. 109",16.676565,85.614665,"Community Hall, Hospital Road, East Constituency"
1,110,"Community Hall, Gandhi Nagar - Booth No. 110",22.663351,76.912581,"Community Hall, Gandhi Nagar, East Constituency"
1,111,"Town Hall, Hospital Road - Booth No. 111",23.336071,81.775836,"Town Hall, Hospital Road, East Constituency"
1,112,"Government Primary School, Hospital Road - Booth No. 112",23.162674,82.66898,"Government Primary School, Hospital Road, East Constituency"
1,113,"Town Hall, Station Area - Booth No. 113",20.619984,87.800943,"Town Hall, Station Area, East Constituency"
1,114,"Anganwadi Centre, Gandhi Nagar - Booth No. 114",18.538857,75.149964,"Anganwadi Centre, Gandhi Nagar, East Constituency"
1,115,"Zilla Parishad School, Lakshmi Colony - Booth No. 115",16.520847,84.997664,"Zilla Parishad School, Lakshmi Colony, East Constituency"
1,116,"Community Hall, Park View - Booth No. 116",24.936397,76.553804,"Community Hall, Park View, East Constituency"
1,117,"Town Hall, School Area - Booth No. 117",17.190835,75.691657,"Town Hall, School Area, East Constituency"
1,118,"Town Hall, Market Street - Booth No. 118",20.94186,76.548617,"Town Hall, Market Street, East Constituency"
1,119,"Panchayat Bhawan, School Area - Booth No. 119",26.783202,81.754576,"Panchayat Bhawan, School Area, East Constituency"
1,120,"Town Hall, MG Road - Booth No. 120",12.931159,87.246858,"Town Hall, MG Road, East Constituency"
1,121,"Town Hall, Temple Road - Booth No. 121",20.528311,86.975799,"Town Hall, Temple Road, East Constituency"
1,122,"Government Primary School, Market Street - Booth No. 122",16.027171,82.050135,"Government Primary School, Market Street, East Constituency"
1,123,"Library Building, Gandhi Nagar - Booth No. 123",14.480927,77.732216,"Library Building, Gandhi Nagar, East Constituency"
1,124,"Government Girls High School, Station Area - Booth No. 124",18.709234,76.274387,"Government Girls High School, Station Area, East Constituency"
1,125,"Community Hall, Park View - Booth No. 125",17.113301,75.761524,"Community Hall, Park View, East Constituency"
1,126,"Community Hall, Park View - Booth No. 126",15.697954,72.190415,"Community Hall, Park View, East Constituency"
1,127,"Temple Hall, Hospital Road - Booth No. 127",23.042963,83.483333,"Temple Hall, Hospital Road, East Constituency"
1,128,"Government Girls High School, Ambedkar Chowk - Booth No. 128",21.777161,75.911393,"Government Girls High School, Ambedkar Chowk, East Constituency"
1,129,"Anganwadi Centre, Ambedkar Chowk - Booth No. 129",22.504125,87.735408,"Anganwadi Centre, Ambedkar Chowk, East Constituency"
1,130,"Library Building, School Area - Booth No. 130",14.907901,79.961305,"Library Building, School Area, East Constituency"
1,131,"Anganwadi Centre, MG Road - Booth No. 131",20.968701,76.396618,"Anganwadi Centre, MG Road, East Constituency"
1,132,"Government Primary School, Lakshmi Colony - Booth No. 132",19.379551,77.346976,"Government Primary School, Lakshmi Colony, East Constituency"
1,133,"Government Girls High School, Market Street - Booth No. 133",23.610309,85.233065,"Government Girls High School, Market Street, East Constituency"
1,134,"Government Primary School, School Area - Booth No. 134",16.4931,76.657071,"Government Primary School, School Area, East Constituency"
1,135,"Town Hall, Market Street - Booth No. 135",25.652103,84.343941,"Town Hall, Market Street, East Constituency"
1,136,"Temple Hall, Park View - Booth No. 136",17.069501,77.589688,"Temple Hall, Park View, East Constituency"
1,137,"Temple Hall, School Area - Booth No. 137",13.967248,87.048225,"Temple Hall, School Area, East Constituency"
1,138,"Town Hall, Lakshmi Colony - Booth No. 138",26.60172,83.332786,"Town Hall, Lakshmi Colony, East Constituency"
1,139,"Municipal High School, Park View - Booth No. 139",18.812606,79.63971,"Municipal High School, Park View, East Constituency"
1,140,"Government Primary School, Market Street - Booth No. 140",14.879999,87.665385,"Government Primary School, Market Street, East Constituency"
1,141,"Government Girls High School, Hospital Road - Booth No. 141",13.07339,85.583956,"Government Girls High School, Hospital Road, East Constituency"
1,142,"Zilla Parishad School, Hospital Road - Booth No. 142",16.434222,78.764111,"Zilla Parishad School, Hospital Road, East Constituency"
1,143,"Community Hall, MG Road - Booth No. 143",12.892279,79.973959,"Community Hall, MG Road, East Constituency"
1,144,"Government Girls High School, Temple Road - Booth No. 144",13.88468,87.611665,"Government Girls High School, Temple Road, East Constituency"
1,145,"Temple Hall, Gandhi Nagar - Booth No. 145",12.492204,84.973297,"Temple Hall, Gandhi Nagar, East Constituency"
1,146,"Government Primary School, Ambedkar Chowk - Booth No. 146",19.149257,75.248717,"Government Primary School, Ambedkar Chowk, East Constituency"
1,147,"Temple Hall, Station Area - Booth No. 147",17.842491,72.345117,"Temple Hall, Station Area, East Constituency"
1,148,"Panchayat Bhawan, Gandhi Nagar - Booth No. 148",26.441133,79.965156,"Panchayat Bhawan, Gandhi Nagar, East Constituency"
1,149,"Government Girls High School, Station Area - Booth No. 149",20.542626,73.017822,"Government Girls High School, Station Area, East Constituency"
1,150,"Library Building, Gandhi Nagar - Booth No. 150",23.310021,82.281573,"Library Building, Gandhi Nagar, East Constituency"
1,151,"Anganwadi Centre, Station Area - Booth No. 151",21.192765,81.528782,"Anganwadi Centre, Station Area, East Constituency"
1,152,"Library Building, Market Street - Booth No. 152",27.323451,78.989368,"Library Building, Market Street, East Constituency"
1,153,"Municipal High School, Hospital Road - Booth No. 153",16.442347,79.428106,"Municipal High School, Hospital Road, East Constituency"
1,154,"Zilla Parishad School, Park View - Booth No. 154",18.656075,76.390407,"Zilla Parishad School, Park View, East Constituency"
1,155,"Anganwadi Centre, Market Street - Booth No. 155",18.610313,75.323187,"Anganwadi Centre, Market Street, East Constituency"
1,156,"Zilla Parishad School, Market Street - Booth No. 156",20.17648,79.907586,"Zilla Parishad School, Market Street, East Constituency"
1,157,"Community Hall, Temple Road - Booth No. 157",25.485768,83.291382,"Community Hall, Temple Road, East Constituency"
1,158,"Town Hall, Gandhi Nagar - Booth No. 158",15.544297,80.797357,"Town Hall, Gandhi Nagar, East Constituency"
1,159,"Panchayat Bhawan, School Area - Booth No. 159",14.331997,72.368282,"Panchayat Bhawan, School Area, East Constituency"
1,160,"Town Hall, MG Road - Booth No. 160",26.589295,80.383921,"Town Hall, MG Road, East Constituency"
1,161,"Government Girls High School, Ambedkar Chowk - Booth No. 161",27.738682,79.279044,"Government Girls High School, Ambedkar Chowk, East Constituency"
1,162,"Government Primary School, MG Road - Booth No. 162",23.334662,78.127274,"Government Primary School, MG Road, East Constituency"
1,163,"Town Hall, Lakshmi Colony - Booth No. 163",26.971566,78.219448,"Town Hall, Lakshmi Colony, East Constituency"
1,164,"Government Girls High School, Lakshmi Colony - Booth No. 164",25.821585,82.878341,"Government Girls High School, Lakshmi Colony, East Constituency"
1,165,"Government Girls High School, School Area - Booth No. 165",27.366672,74.673964,"Government Girls High School, School Area, East Constituency"
1,166,"Zilla Parishad School, MG Road - Booth No. 166",26.500016,74.712965,"Zilla Parishad School, MG Road, East Constituency"
1,167,"Community Hall, Market Street - Booth No. 167",20.711205,75.65563,"Community Hall, Market Street, East Constituency"
1,168,"Municipal High School, Lakshmi Colony - Booth No. 168",15.711032,87.136756,"Municipal High School, Lakshmi Colony, East Constituency"
1,169,"Zilla Parishad School, Station Area - Booth No. 169",19.03778,74.571014,"Zilla Parishad School, Station Area, East Constituency"
1,170,"Community Hall, MG Road - Booth No. 170",18.847271,82.673163,"Community Hall, MG Road, East Constituency"
1,171,"Government Girls High School, Market Street - Booth No. 171",13.317077,86.948096,"Government Girls High School, Market Street, East Constituency"
1,172,"Government Primary School, MG Road - Booth No. 172",26.978614,84.837514,"Government Primary School, MG Road, East Constituency"
1,173,"Government Primary School, Station Area - Booth No. 173",16.207732,76.11879,"Government Primary School, Station Area, East Constituency"
1,174,"Zilla Parishad School, MG Road - Booth No. 174",19.222429,85.719345,"Zilla Parishad School, MG Road, East Constituency"
1,175,"Government Primary School, Gandhi Nagar - Booth No. 175",19.561342,82.926698,"Government Primary School, Gandhi Nagar, East Constituency"
1,176,"Municipal High School, Temple Road - Booth No. 176",14.614777,84.053984,"Municipal High School, Temple Road, East Constituency"
1,177,"Government Girls High School, Ambedkar Chowk - Booth No. 177",22.851672,78.888541,"Government Girls High School, Ambedkar Chowk, East Constituency"
1,178,"Municipal High School, Gandhi Nagar - Booth No. 178",25.520251,76.78259,"Municipal High School, Gandhi Nagar, East Constituency"
1,179,"Panchayat Bhawan, Hospital Road - Booth No. 179",16.838528,83.991984,"Panchayat Bhawan, Hospital Road, East Constituency"
1,180,"Community Hall, School Area - Booth No. 180",13.121111,74.317495,"Community Hall, School Area, East Constituency"
1,181,"Government Primary School, MG Road - Booth No. 181",15.24894,81.05229,"Government Primary School, MG Road, East Constituency"
1,182,"Town Hall, Ambedkar Chowk - Booth No. 182",18.862492,73.096,"Town Hall, Ambedkar Chowk, East Constituency"
1,183,"Temple Hall, Lakshmi Colony - Booth No. 183",18.778952,73.6202,"Temple Hall, Lakshmi Colony, East Constituency"
1,184,"Community Hall, Lakshmi Colony - Booth No. 184",25.188568,80.0495,"Community Hall, Lakshmi Colony, East Constituency"
1,185,"Zilla Parishad School, Hospital Road - Booth No. 185",22.934773,72.756218,"Zilla Parishad School, Hospital Road, East Constituency"
1,186,"Town Hall, Lakshmi Colony - Booth No. 186",23.483809,84.58313,"Town Hall, Lakshmi Colony, East Constituency"
1,187,"Anganwadi Centre, MG Road - Booth No. 187",13.056697,80.220456,"Anganwadi Centre, MG Road, East Constituency"
1,188,"Government Primary School, Lakshmi Colony - Booth No. 188",18.097314,85.779593,"Government Primary School, Lakshmi Colony, East Constituency"
1,189,"Anganwadi Centre, Lakshmi Colony - Booth No. 189",23.039309,75.635525,"Anganwadi Centre, Lakshmi Colony, East Constituency"
1,190,"Town Hall, Gandhi Nagar - Booth No. 190",12.648611,75.275331,"Town Hall, Gandhi Nagar, East Constituency"
1,191,"Municipal High School, Park View - Booth No. 191",15.712528,76.157974,"Municipal High School, Park View, East Constituency"
1,192,"Temple Hall, Park View - Booth No. 192",22.162617,75.997354,"Temple Hall, Park View, East Constituency"
1,193,"Anganwadi Centre, MG Road - Booth No. 193",25.583455,77.347539,"Anganwadi Centre, MG Road, East Constituency"
1,194,"Municipal High School, Gandhi Nagar - Booth No. 194",20.447353,83.553326,"Municipal High School, Gandhi Nagar, East Constituency"
1,195,"Government Girls High School, Station Area - Booth No. 195",21.542316,72.758932,"Government Girls High School, Station Area, East Constituency"
1,196,"Panchayat Bhawan, Gandhi Nagar - Booth No. 196",17.860716,78.33552,"Panchayat Bhawan, Gandhi Nagar, East Constituency"
1,197,"Municipal High School, Gandhi Nagar - Booth No. 197",24.065155,76.073172,"Municipal High School, Gandhi Nagar, East Constituency"
1,198,"Town Hall, Hospital Road - Booth No. 198",15.897203,84.636813,"Town Hall, Hospital Road, East Constituency"
1,199,"Temple Hall, Ambedkar Chowk - Booth No. 199",24.15334,83.24229,"Temple Hall, Ambedkar Chowk, East Constituency"
1,200,"Anganwadi Centre, Temple Road - Booth No. 200",12.991344,74.271223,"Anganwadi Centre, Temple Road, East Constituency"
1,201,"Government Girls High School, Hospital Road - Booth No. 201",17.202534,80.385396,"Government Girls High School, Hospital Road, East Constituency"
1,202,"Town Hall, Lakshmi Colony - Booth No. 202",26.307882,83.79578,"Town Hall, Lakshmi Colony, East Constituency"
1,203,"Community Hall, Gandhi Nagar - Booth No. 203",19.192374,77.485932,"Community Hall, Gandhi Nagar, East Constituency"
1,204,"Temple Hall, Gandhi Nagar - Booth No. 204",14.062512,85.034396,"Temple Hall, Gandhi Nagar, East Constituency"
1,205,"Government Primary School, Lakshmi Colony - Booth No. 205",26.290879,85.605607,"Government Primary School, Lakshmi Colony, East Constituency"
1,206,"Government Primary School, Temple Road - Booth No. 206",22.479146,82.466256,"Government Primary School, Temple Road, East Constituency"
1,207,"Municipal High School, Lakshmi Colony - Booth No. 207",25.340035,76.099968,"Municipal High School, Lakshmi Colony, East Constituency"
1,208,"Library Building, Hospital Road - Booth No. 208",25.471352,82.730189,"Library Building, Hospital Road, East Constituency"
1,209,"Library Building, School Area - Booth No. 209",22.658954,85.175852,"Library Building, School Area, East Constituency"
1,210,"Library Building, School Area - Booth No. 210",20.672055,77.119656,"Library Building, School Area, East Constituency"
1,211,"Zilla Parishad School, School Area - Booth No. 211",23.871953,87.926393,"Zilla Parishad School, School Area, East Constituency"
1,212,"Government Girls High School, Gandhi Nagar - Booth No. 212",15.945332,76.596731,"Government Girls High School, Gandhi Nagar, East Constituency"
1,213,"Anganwadi Centre, Park View - Booth No. 213",12.277531,73.5088,"Anganwadi Centre, Park View, East Constituency"
1,214,"Town Hall, Gandhi Nagar - Booth No. 214",23.051657,82.295682,"Town Hall, Gandhi Nagar, East Constituency"
1,215,"Town Hall, Ambedkar Chowk - Booth No. 215",27.96032,87.007934,"Town Hall, Ambedkar Chowk, East Constituency"
1,216,"Anganwadi Centre, Temple Road - Booth No. 216",23.17754,85.482478,"Anganwadi Centre, Temple Road, East Constituency"
1,217,"Library Building, Hospital Road - Booth No. 217",27.311636,75.672478,"Library Building, Hospital Road, East Constituency"
1,218,"Town Hall, Temple Road - Booth No. 218",13.813471,84.47798,"Town Hall, Temple Road, East Constituency"
1,219,"Community Hall, Gandhi Nagar - Booth No. 219",25.580785,76.000671,"Community Hall, Gandhi Nagar, East Constituency"
1,220,"Municipal High School, Lakshmi Colony - Booth No. 220",18.494507,85.380661,"Municipal High School, Lakshmi Colony, East Constituency"
1,221,"Anganwadi Centre, Gandhi Nagar - Booth No. 221",23.553094,86.668228,"Anganwadi Centre, Gandhi Nagar, East Constituency"
1,222,"Municipal High School, Lakshmi Colony - Booth No. 222",12.786518,81.322598,"Municipal High School, Lakshmi Colony, East Constituency"
1,223,"Zilla Parishad School, Temple Road - Booth No. 223",13.343629,81.573744,"Zilla Parishad School, Temple Road, East Constituency"
1,224,"Town Hall, Park View - Booth No. 224",21.515442,87.280634,"Town Hall, Park View, East Constituency"
1,225,"Community Hall, Temple Road - Booth No. 225",24.216995,83.784885,"Community Hall, Temple Road, East Constituency"
1,226,"Panchayat Bhawan, Lakshmi Colony - Booth No. 226",13.922378,87.502279,"Panchayat Bhawan, Lakshmi Colony, East Constituency"
1,227,"Zilla Parishad School, Park View - Booth No. 227",20.120064,87.251072,"Zilla Parishad School, Park View, East Constituency"
1,228,"Library Building, Temple Road - Booth No. 228",24.435204,72.54427,"Library Building, Temple Road, East Constituency"
1,229,"Community Hall, School Area - Booth No. 229",23.452506,87.708483,"Community Hall, School Area, East Constituency"
1,230,"Temple Hall, Market Street - Booth No. 230",25.649693,81.941449,"Temple Hall, Market Street, East Constituency"
1,231,"Zilla Parishad School, MG Road - Booth No. 231",22.455395,74.314128,"Zilla Parishad School, MG Road, East Constituency"
